,Signer,sign type,Class Label,Frame,Vid_name,Text
2757,Brady,Number Signs,SIXTEEN,33,Brady-session-ASL_2011_06_08_Brady-scene-4-12020-12052-camera1.mov,sixteen
2758,Liz,Number Signs,SIXTH,36,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-15-930-965-camera1.mov,sixth
2759,Liz,Number Signs,SIXTH,38,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-18-1118-1155-camera1.mov,sixth
2760,Brady,Number Signs,SIXTH,13,Brady-session-ASL_2011_06_08_Brady-scene-6-1599-1611-camera1.mov,sixth
2761,Brady,Number Signs,SIXTH,11,Brady-session-ASL_2011_06_08_Brady-scene-6-1951-1961-camera1.mov,sixth
2762,Liz,Number Signs,SIXTY-EIGHT,61,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-19-1745-1805-camera1.mov,sixty-eight
2763,Brady,Number Signs,SIXTY-EIGHT,22,Brady-session-ASL_2011_07_19_Brady-scene-85-783-804-camera1.mov,sixty-eight
2764,Liz,Number Signs,SIXTY-NINE,49,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-19-1887-1935-camera1.mov,sixty-nine
2765,Brady,Number Signs,SIXTY-NINE,21,Brady-session-ASL_2011_07_19_Brady-scene-85-1056-1076-camera1.mov,sixty-nine
2766,Liz,Number Signs,SIXTY-SEVEN,51,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-19-1585-1635-camera1.mov,sixty-seven
2767,Brady,Number Signs,SIXTY-SEVEN,18,Brady-session-ASL_2011_07_19_Brady-scene-85-1356-1373-camera1.mov,sixty-seven
2768,Brady,Number Signs,SIXTY-SIX,23,Brady-session-ASL_2011_07_19_Brady-scene-85-1576-1598-camera1.mov,sixty-six
2769,Liz,Number Signs,SIXTY-SIX,46,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-19-1055-1100-camera1.mov,sixty-six
2770,Brady,Lexical Signs,SIZE,40,Brady-session-ASL_2011_06_14_Brady-scene-33-2377-2416-camera1.mov,size
2771,Brady,Lexical Signs,SIZE,33,Brady-session-ASL_2011_06_14_Brady-scene-55-4940-4972-camera1.mov,size
2772,Brady,Lexical Signs,SKI,27,Brady-session-ASL_2011_07_19_Brady-scene-85-2677-2703-camera1.mov,ski
2773,Brady,Lexical Signs,SKILL,15,Brady-session-ASL_2011_07_19_Brady-scene-86-333-347-camera1.mov,skill
2774,Brady,Lexical Signs,SKIN,26,Brady-session-ASL_2011_06_08_Brady-scene-27-3100-3125-camera1.mov,skin
2775,Brady,Lexical Signs,SKIN,37,Brady-session-ASL_2011_07_19_Brady-scene-86-694-730-camera1.mov,skin
2776,Brady,Lexical Signs,SKIRT,13,Brady-session-ASL_2011_07_19_Brady-scene-86-1726-1738-camera1.mov,skirt
2777,Brady,Lexical Signs,SKUNK,32,Brady-session-ASL_2011_07_19_Brady-scene-86-1955-1986-camera1.mov,skunk
2778,Brady,Lexical Signs,SLAVE,66,Brady-session-ASL_2011_07_19_Brady-scene-86-2825-2890-camera1.mov,slave
2779,Liz,Lexical Signs,SLEEP,34,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-12-2730-2763-camera1.mov,sleep
2780,Brady,Lexical Signs,SLEEP,18,Brady-session-ASL_2011_07_19_Brady-scene-86-4258-4275-camera1.mov,sleep
2781,Brady,Lexical Signs,SLEEP,58,Brady-session-ASL_2011_07_19_Brady-scene-87-149-206-camera1.mov,sleep
2782,Brady,Lexical Signs,SLEEP,48,Brady-session-ASL_2011_06_14_Brady-scene-6-6323-6370-camera1.mov,sleep
2783,Brady,Lexical Signs,SLIDING-DOORS,46,Brady-session-ASL_2011_07_19_Brady-scene-87-3186-3231-camera1.mov,sliding-doors
2784,Brady,Lexical Signs,SLIM,19,Brady-session-ASL_2011_07_19_Brady-scene-114-2089-2107-camera1.mov,slim
2785,Brady,Lexical Signs,SLIPPER,51,Brady-session-ASL_2011_07_19_Brady-scene-87-4238-4288-camera1.mov,slipper
2786,Brady,Lexical Signs,SLIPPERY,17,Brady-session-ASL_2011_07_19_Brady-scene-87-4582-4598-camera1.mov,slippery
2787,Brady,Lexical Signs,SLOW,30,Brady-session-ASL_2011_07_19_Brady-scene-87-4829-4858-camera1.mov,slow
2788,Brady,Lexical Signs,SMALL,33,Brady-session-ASL_2011_06_14_Brady-scene-50-2800-2832-camera1.mov,small
2789,Brady,Lexical Signs,SMELL,18,Brady-session-ASL_2011_07_19_Brady-scene-88-804-821-camera1.mov,smell
2790,Brady,Lexical Signs,SMELLY,45,Brady-session-ASL_2011_07_19_Brady-scene-98-2640-2684-camera1.mov,smelly
2791,Brady,Lexical Signs,SMILE,9,Brady-session-ASL_2011_07_19_Brady-scene-88-542-550-camera1.mov,smile
2792,Brady,Lexical Signs,SMILE,27,Brady-session-ASL_2011_06_08_Brady-scene-34-4336-4362-camera1.mov,smile
2793,Brady,Lexical Signs,SMOKE,46,Brady-session-ASL_2011_07_22_Brady-scene-53-1956-2001-camera1.mov,smoke
2794,Brady,Lexical Signs,SMOKE,33,Brady-session-ASL_2011_07_19_Brady-scene-88-1459-1491-camera1.mov,smoke
2795,Brady,Lexical Signs,SMOOTH,18,Brady-session-ASL_2011_07_19_Brady-scene-88-1689-1706-camera1.mov,smooth
2796,Brady,Lexical Signs,SMOOTH,20,Brady-session-ASL_2011_07_19_Brady-scene-88-2186-2205-camera1.mov,smooth
2797,Brady,Lexical Signs,SMOOTH-SURFACE,12,Brady-session-ASL_2011_07_19_Brady-scene-88-1964-1975-camera1.mov,smooth-surface
2798,Brady,Lexical Signs,SNAKE,21,Brady-session-ASL_2011_07_19_Brady-scene-88-2740-2760-camera1.mov,snake
2799,Brady,Lexical Signs,SNEEZE,28,Brady-session-ASL_2011_06_08_Brady-scene-22-1820-1847-camera1.mov,sneeze
2800,Brady,Lexical Signs,SNEEZE,23,Brady-session-ASL_2011_06_08_Brady-scene-22-2123-2145-camera1.mov,sneeze
2801,Brady,Lexical Signs,SNEEZE,32,Brady-session-ASL_2011_07_19_Brady-scene-88-2432-2463-camera1.mov,sneeze
2802,Brady,Lexical Signs,SNOB,33,Brady-session-ASL_2011_07_19_Brady-scene-89-117-149-camera1.mov,snob
2803,Liz,Lexical Signs,SNOB,53,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-22-978-1030-camera1.mov,snob
2804,Brady,Lexical Signs,SNORKEL,30,Brady-session-ASL_2011_07_19_Brady-scene-89-409-438-camera1.mov,snorkel
2805,Brady,Lexical Signs,SNOW,42,Brady-session-ASL_2011_07_19_Brady-scene-89-662-703-camera1.mov,snow
2806,Brady,Compound Signs,SNOW+MOTORCYCLE,33,Brady-session-ASL_2011_07_19_Brady-scene-89-1678-1710-camera1.mov,snow motorcycle
2807,Liz,Lexical Signs,SNOWBOARD,41,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-7-3575-3615-camera1.mov,snowboard
2808,Brady,Lexical Signs,SNOWBOARD,41,Brady-session-ASL_2011_07_19_Brady-scene-89-924-964-camera1.mov,snowboard
2809,Brady,Lexical Signs,SO-SO,37,Brady-session-ASL_2011_06_14_Brady-scene-15-6346-6382-camera1.mov,so-so
2810,Brady,Lexical Signs,SOAP,40,Brady-session-ASL_2011_07_19_Brady-scene-89-2000-2039-camera1.mov,soap
2811,Brady,Lexical Signs,SOCIAL-WORK,31,Brady-session-ASL_2011_07_19_Brady-scene-90-136-166-camera1.mov,social-work
2812,Brady,Lexical Signs,SOCIAL/INTERACT,38,Brady-session-ASL_2011_06_08_Brady-scene-13-8245-8282-camera1.mov,social
2813,Brady,Lexical Signs,SOCIETY,22,Brady-session-ASL_2011_07_19_Brady-scene-89-2691-2712-camera1.mov,society
2814,Brady,Lexical Signs,SOCKS,35,Brady-session-ASL_2011_07_19_Brady-scene-90-1009-1043-camera1.mov,socks
2815,Brady,Lexical Signs,SODA,31,Brady-session-ASL_2011_07_19_Brady-scene-90-656-686-camera1.mov,soda
2816,Brady,Lexical Signs,SOFT,34,Brady-session-ASL_2011_07_19_Brady-scene-90-1911-1944-camera1.mov,soft
2817,Brady,Lexical Signs,SOME,22,Brady-session-ASL_2011_07_19_Brady-scene-90-2465-2486-camera1.mov,some
2818,Brady,Lexical Signs,SOMETIMES,68,Brady-session-ASL_2011_07_19_Brady-scene-90-2737-2804-camera1.mov,sometimes
2819,Brady,Lexical Signs,SON,27,Brady-session-ASL_2011_07_19_Brady-scene-91-420-446-camera1.mov,son
2820,Brady,Lexical Signs,SOON,39,Brady-session-ASL_2011_07_19_Brady-scene-91-634-672-camera1.mov,soon
2821,Brady,Lexical Signs,SOPHOMORE,46,Brady-session-ASL_2011_07_19_Brady-scene-91-1445-1490-camera1.mov,sophomore
2822,Brady,Lexical Signs,SOPHOMORE_2,48,Brady-session-ASL_2011_07_19_Brady-scene-91-1687-1734-camera1.mov,sophomore_2
2823,Brady,Lexical Signs,SORRY,64,Brady-session-ASL_2011_07_19_Brady-scene-91-2194-2257-camera1.mov,sorry
2824,Brady,Lexical Signs,SOUP,40,Brady-session-ASL_2011_07_19_Brady-scene-91-2679-2718-camera1.mov,soup
2825,Brady,Lexical Signs,SOUTH,25,Brady-session-ASL_2011_07_19_Brady-scene-92-456-480-camera1.mov,south
2826,Brady,Lexical Signs,SOUTH,40,Brady-session-ASL_2011_07_19_Brady-scene-92-683-722-camera1.mov,south
2827,Brady,Compound Signs,SOUTH+AFRICA,46,Brady-session-ASL_2011_07_19_Brady-scene-92-1216-1261-camera1.mov,south africa
2828,Brady,Lexical Signs,SPAGHETTI,58,Brady-session-ASL_2011_07_19_Brady-scene-92-1625-1682-camera1.mov,spaghetti
2829,Brady,Lexical Signs,SPANK,21,Brady-session-ASL_2011_07_19_Brady-scene-92-1923-1943-camera1.mov,spank
2830,Brady,Lexical Signs,SPEAKERS,39,Brady-session-ASL_2011_06_14_Brady-scene-52-6627-6665-camera1.mov,speakers
2831,Brady,Lexical Signs,SPECIALTY,26,Brady-session-ASL_2011_07_19_Brady-scene-44-584-609-camera1.mov,specialty
2832,Brady,Lexical Signs,SPECIALTY,31,Brady-session-ASL_2011_06_14_Brady-scene-53-4916-4946-camera1.mov,specialty
2833,Brady,Lexical Signs,SPEECH/ORAL,41,Brady-session-ASL_2011_07_19_Brady-scene-22-894-934-camera1.mov,speech
2834,Brady,Lexical Signs,SPEECH/ORAL,52,Brady-session-ASL_2011_07_19_Brady-scene-22-1159-1210-camera1.mov,speech
2835,Brady,Lexical Signs,SPEECH/ORAL,53,Brady-session-ASL_2011_07_19_Brady-scene-92-3088-3140-camera1.mov,speech
2836,Brady,Lexical Signs,SPEECH/ORAL,52,Brady-session-ASL_2011_07_22_Brady-scene-48-4013-4064-camera1.mov,speech
2837,Brady,Lexical Signs,SPELL,23,Brady-session-ASL_2011_06_14_Brady-scene-18-4755-4777-camera1.mov,spell
2838,Liz,Lexical Signs,SPEND,65,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-15-4292-4356-camera1.mov,spend
2839,Brady,Lexical Signs,SPEND,29,Brady-session-ASL_2011_07_22_Brady-scene-53-3116-3144-camera1.mov,spend
2840,Brady,Lexical Signs,SPEND,19,Brady-session-ASL_2011_06_08_Brady-scene-36-4748-4766-camera1.mov,spend
2841,Brady,Lexical Signs,SPEND,19,Brady-session-ASL_2011_07_22_Brady-scene-53-2790-2808-camera1.mov,spend
2842,Brady,Lexical Signs,SPILL,31,Brady-session-ASL_2011_07_22_Brady-scene-51-1640-1670-camera1.mov,spill
2843,Brady,Lexical Signs,SPIT,20,Brady-session-ASL_2011_07_19_Brady-scene-94-47-66-camera1.mov,spit
2844,Brady,Lexical Signs,SQUARE,45,Brady-session-ASL_2011_07_19_Brady-scene-39-1256-1300-camera1.mov,square
2845,Brady,Lexical Signs,SQUARE,33,Brady-session-ASL_2011_07_19_Brady-scene-94-2633-2665-camera1.mov,square
2846,Brady,Compound Signs,SQUARE+DOOR,55,Brady-session-ASL_2011_06_14_Brady-scene-3-10992-11046-camera1.mov,square door
2847,Brady,Number Signs,SQUARED,26,Brady-session-ASL_2011_07_19_Brady-scene-94-2867-2892-camera1.mov,squared
2848,Liz,Number Signs,SQUARED,31,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-19-160-190-camera1.mov,squared
2849,Brady,Lexical Signs,SQUIRREL,39,Brady-session-ASL_2011_07_19_Brady-scene-94-3076-3114-camera1.mov,squirrel
2850,Brady,Lexical Signs,STAB,18,Brady-session-ASL_2011_07_19_Brady-scene-95-79-96-camera1.mov,stab
2851,Brady,Lexical Signs,STAB,46,Brady-session-ASL_2011_07_22_Brady-scene-54-115-160-camera1.mov,stab
2852,Brady,Lexical Signs,STAB,52,Brady-session-ASL_2011_07_19_Brady-scene-94-4473-4524-camera1.mov,stab
2853,Brady,Lexical Signs,STAGE,20,Brady-session-ASL_2011_07_19_Brady-scene-95-620-639-camera1.mov,stage
2854,Brady,Lexical Signs,STAMP-SEAL,19,Brady-session-ASL_2011_07_19_Brady-scene-75-1179-1197-camera1.mov,stamp-seal
2855,Brady,Lexical Signs,STAND,23,Brady-session-ASL_2011_07_19_Brady-scene-96-418-440-camera1.mov,stand
2856,Brady,Lexical Signs,STAND,42,Brady-session-ASL_2011_07_22_Brady-scene-54-496-537-camera1.mov,stand
2857,Brady,Lexical Signs,STAND-UP,14,Brady-session-ASL_2011_06_08_Brady-scene-12-12000-12013-camera1.mov,stand-up
2858,Brady,Lexical Signs,STAND-UP,26,Brady-session-ASL_2011_07_19_Brady-scene-58-2168-2193-camera1.mov,stand-up
2859,Brady,Lexical Signs,STAND-UP,18,Brady-session-ASL_2011_07_19_Brady-scene-95-2320-2337-camera1.mov,stand-up
2860,Brady,Lexical Signs,STAND-UP,23,Brady-session-ASL_2011_07_22_Brady-scene-37-1978-2000-camera1.mov,stand-up
2861,Brady,Compound Signs,STAND-UP+ASCEND,51,Brady-session-ASL_2011_07_19_Brady-scene-58-2450-2500-camera1.mov,stand-up ascend
2862,Brady,Lexical Signs,STAR,58,Brady-session-ASL_2011_07_19_Brady-scene-96-995-1052-camera1.mov,star
2863,Brady,Lexical Signs,START,30,Brady-session-ASL_2011_07_19_Brady-scene-96-2089-2118-camera1.mov,start
2864,Brady,Lexical Signs,STATE,19,Brady-session-ASL_2011_07_19_Brady-scene-96-2556-2574-camera1.mov,state
2865,Liz,Lexical Signs,STATISTICS,52,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-18-2750-2801-camera1.mov,statistics
2866,Brady,Lexical Signs,STATISTICS,26,Brady-session-ASL_2011_07_19_Brady-scene-96-2772-2797-camera1.mov,statistics
2867,Brady,Lexical Signs,STAY,30,Brady-session-ASL_2011_07_19_Brady-scene-97-143-172-camera1.mov,stay
2868,Brady,Lexical Signs,STEAL,14,Brady-session-ASL_2011_07_19_Brady-scene-97-407-420-camera1.mov,steal
2869,Brady,Lexical Signs,STEALTHY,44,Brady-session-ASL_2011_07_19_Brady-scene-97-637-680-camera1.mov,stealthy
2870,Brady,Lexical Signs,STEAM,69,Brady-session-ASL_2011_07_19_Brady-scene-97-1606-1674-camera1.mov,steam
2871,Brady,Lexical Signs,STEEP,27,Brady-session-ASL_2011_07_19_Brady-scene-97-1312-1338-camera1.mov,steep
2872,Brady,Lexical Signs,STEPLADDER,47,Brady-session-ASL_2011_06_14_Brady-scene-46-1240-1286-camera1.mov,stepladder
2873,Brady,Lexical Signs,STEPS,43,Brady-session-ASL_2011_07_19_Brady-scene-98-158-200-camera1.mov,steps
2874,Brady,Lexical Signs,STICKY,38,Brady-session-ASL_2011_07_19_Brady-scene-98-644-681-camera1.mov,sticky
2875,Brady,Lexical Signs,STILL,15,Brady-session-ASL_2011_07_19_Brady-scene-98-864-878-camera1.mov,still
2876,Brady,Lexical Signs,STIMULATE,31,Brady-session-ASL_2011_06_14_Brady-scene-15-344-374-camera1.mov,stimulate
2877,Brady,Lexical Signs,STIMULATE,38,Brady-session-ASL_2011_07_19_Brady-scene-98-1101-1138-camera1.mov,stimulate
2878,Brady,Lexical Signs,STING,19,Brady-session-ASL_2011_07_19_Brady-scene-98-1828-1846-camera1.mov,sting
2879,Brady,Lexical Signs,STING-FACE,22,Brady-session-ASL_2011_07_19_Brady-scene-98-1544-1565-camera1.mov,sting-face
2880,Brady,Lexical Signs,STINK,27,Brady-session-ASL_2011_07_19_Brady-scene-98-2903-2929-camera1.mov,stink
2881,Brady,Lexical Signs,STIR,76,Brady-session-ASL_2011_07_19_Brady-scene-99-135-210-camera1.mov,stir
2882,Brady,Lexical Signs,STITCH,44,Brady-session-ASL_2011_07_19_Brady-scene-78-1976-2019-camera1.mov,stitch
2883,Liz,Lexical Signs,STOMACH,73,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-5-508-580-camera1.mov,stomach
2884,Brady,Lexical Signs,STOMACH,37,Brady-session-ASL_2011_07_19_Brady-scene-99-1038-1074-camera1.mov,stomach
2885,Brady,Lexical Signs,STOP,16,Brady-session-ASL_2011_07_19_Brady-scene-99-1312-1327-camera1.mov,stop
2886,Liz,Lexical Signs,STORM/CLOUDS,36,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-1-6600-6635-camera1.mov,storm
2887,Liz,Lexical Signs,STORM/CLOUDS,61,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-1-6735-6795-camera1.mov,storm
2888,Brady,Lexical Signs,STORM/CLOUDS,39,Brady-session-ASL_2011_06_08_Brady-scene-28-7991-8029-camera1.mov,storm
2889,Brady,Lexical Signs,STORM/CLOUDS,54,Brady-session-ASL_2011_06_08_Brady-scene-28-9201-9254-camera1.mov,storm
2890,Brady,Lexical Signs,STORM/CLOUDS,53,Brady-session-ASL_2011_07_22_Brady-scene-45-1119-1171-camera1.mov,storm
2891,Liz,Lexical Signs,STORY,83,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-4-645-727-camera1.mov,story
2892,Brady,Lexical Signs,STORY,43,Brady-session-ASL_2011_07_19_Brady-scene-99-3120-3162-camera1.mov,story
2893,Liz,Lexical Signs,STORY,45,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-3-4163-4207-camera1.mov,story
2894,Brady,Lexical Signs,STORY,26,Brady-session-ASL_2011_06_14_Brady-scene-56-1653-1678-camera1.mov,story
2895,Brady,Lexical Signs,STORY,52,Brady-session-ASL_2011_07_19_Brady-scene-99-2858-2909-camera1.mov,story
2896,Liz,Lexical Signs,STORY,80,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-3-4290-4369-camera1.mov,story
2897,Liz,Lexical Signs,STORY-TELL,66,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-29-150-215-camera1.mov,story-tell
2898,Brady,Compound Signs,STORY+AGENT,31,Brady-session-ASL_2011_06_14_Brady-scene-56-1906-1936-camera1.mov,story agent
2899,Liz,Lexical Signs,STRAIGHT,46,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-25-550-595-camera1.mov,straight
2900,Brady,Lexical Signs,STRAIGHT,17,Brady-session-ASL_2011_06_08_Brady-scene-22-4416-4432-camera1.mov,straight
2901,Brady,Lexical Signs,STRAIGHT,21,Brady-session-ASL_2011_07_19_Brady-scene-100-900-920-camera1.mov,straight
2902,Liz,Lexical Signs,STRANGE,52,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-25-200-251-camera1.mov,strange
2903,Brady,Lexical Signs,STRANGE,19,Brady-session-ASL_2011_06_08_Brady-scene-21-9174-9192-camera1.mov,strange
2904,Brady,Lexical Signs,STRANGE,19,Brady-session-ASL_2011_07_19_Brady-scene-18-412-430-camera1.mov,strange
2905,Brady,Lexical Signs,STRANGLE,28,Brady-session-ASL_2011_07_19_Brady-scene-79-678-705-camera1.mov,strangle
2906,Brady,Lexical Signs,STRAW,33,Brady-session-ASL_2011_07_19_Brady-scene-100-1231-1263-camera1.mov,straw
2907,Brady,Lexical Signs,STRAW,36,Brady-session-ASL_2011_07_22_Brady-scene-18-865-900-camera1.mov,straw
2908,Brady,Lexical Signs,STRAW,36,Brady-session-ASL_2011_07_22_Brady-scene-54-1591-1626-camera1.mov,straw
2909,Brady,Lexical Signs,STRICT,21,Brady-session-ASL_2011_07_19_Brady-scene-100-2890-2910-camera1.mov,strict
2910,Brady,Lexical Signs,STRING,23,Brady-session-ASL_2011_07_19_Brady-scene-101-138-160-camera1.mov,string
2911,Brady,Lexical Signs,STRIP,54,Brady-session-ASL_2011_07_22_Brady-scene-16-1708-1761-camera1.mov,strip
2912,Brady,Lexical Signs,STRIP-PAINT,51,Brady-session-ASL_2011_07_19_Brady-scene-101-442-492-camera1.mov,strip-paint
2913,Brady,Lexical Signs,STRIPES,44,Brady-session-ASL_2011_07_19_Brady-scene-101-1016-1059-camera1.mov,stripes
2914,Brady,Lexical Signs,STRIPES,96,Brady-session-ASL_2011_07_19_Brady-scene-101-771-866-camera1.mov,stripes
2915,Brady,Lexical Signs,STRONG,16,Brady-session-ASL_2011_07_19_Brady-scene-101-1541-1556-camera1.mov,strong
2916,Brady,Lexical Signs,STRONG,20,Brady-session-ASL_2011_07_19_Brady-scene-101-1771-1790-camera1.mov,strong
2917,Brady,Lexical Signs,STRONG,26,Brady-session-ASL_2011_07_22_Brady-scene-54-1895-1920-camera1.mov,strong
2918,Brady,Lexical Signs,STRUCTURE,51,Brady-session-ASL_2011_07_19_Brady-scene-101-2032-2082-camera1.mov,structure
2919,Brady,Lexical Signs,STRUGGLE,86,Brady-session-ASL_2011_07_19_Brady-scene-101-2262-2347-camera1.mov,struggle
2920,Brady,Lexical Signs,STUBBORN,16,Brady-session-ASL_2011_07_19_Brady-scene-101-2510-2525-camera1.mov,stubborn
2921,Brady,Lexical Signs,STUCK,19,Brady-session-ASL_2011_07_19_Brady-scene-102-162-180-camera1.mov,stuck
2922,Brady,Lexical Signs,STUDY,36,Brady-session-ASL_2011_07_19_Brady-scene-102-1551-1586-camera1.mov,study
2923,Brady,Lexical Signs,STUDY,55,Brady-session-ASL_2011_06_08_Brady-scene-24-13226-13280-camera1.mov,study
2924,Brady,Lexical Signs,STUPID,27,Brady-session-ASL_2011_07_19_Brady-scene-102-1824-1850-camera1.mov,stupid
2925,Brady,Lexical Signs,STUPID_3,21,Brady-session-ASL_2011_07_19_Brady-scene-102-2512-2532-camera1.mov,stupid_3
2926,Liz,Lexical Signs,SUBSCRIBE,56,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-6-954-1009-camera1.mov,subscribe
2927,Brady,Lexical Signs,SUBSCRIBE,27,Brady-session-ASL_2011_06_08_Brady-scene-10-9537-9563-camera1.mov,subscribe
2928,Brady,Lexical Signs,SUBSCRIBE,49,Brady-session-ASL_2011_07_19_Brady-scene-102-2957-3005-camera1.mov,subscribe
2929,Brady,Lexical Signs,SUBTRACT,19,Brady-session-ASL_2011_07_19_Brady-scene-103-347-365-camera1.mov,subtract
2930,Brady,Lexical Signs,SUBWAY,21,Brady-session-ASL_2011_07_19_Brady-scene-103-628-648-camera1.mov,subway
2931,Brady,Lexical Signs,SUCCEED,30,Brady-session-ASL_2011_07_19_Brady-scene-103-1537-1566-camera1.mov,succeed
2932,Brady,Lexical Signs,SUCCEED,34,Brady-session-ASL_2011_07_22_Brady-scene-54-2112-2145-camera1.mov,succeed
2933,Brady,Lexical Signs,SUFFER,56,Brady-session-ASL_2011_07_19_Brady-scene-103-2720-2775-camera1.mov,suffer
2934,Brady,Lexical Signs,SUGAR/SWEET,36,Brady-session-ASL_2011_07_19_Brady-scene-103-3198-3233-camera1.mov,sugar
2935,Brady,Lexical Signs,SUGGEST,31,Brady-session-ASL_2011_07_19_Brady-scene-104-987-1017-camera1.mov,suggest
2936,Brady,Lexical Signs,SUGGEST,27,Brady-session-ASL_2011_07_19_Brady-scene-18-1816-1842-camera1.mov,suggest
2937,Brady,Lexical Signs,SUGGEST,28,Brady-session-ASL_2011_07_19_Brady-scene-52-965-992-camera1.mov,suggest
2938,Brady,Lexical Signs,SUITCASE,30,Brady-session-ASL_2011_06_14_Brady-scene-52-8248-8277-camera1.mov,suitcase
2939,Brady,Lexical Signs,SULK,31,Brady-session-ASL_2011_07_19_Brady-scene-103-3443-3473-camera1.mov,sulk
2940,Brady,Lexical Signs,SUMMARIZE,24,Brady-session-ASL_2011_06_08_Brady-scene-29-12769-12792-camera1.mov,summarize
2941,Brady,Lexical Signs,SUMMARIZE,30,Brady-session-ASL_2011_07_19_Brady-scene-104-139-168-camera1.mov,summarize
2942,Brady,Lexical Signs,SUMMER,26,Brady-session-ASL_2011_07_19_Brady-scene-104-516-541-camera1.mov,summer
2943,Brady,Lexical Signs,SUMMON,15,Brady-session-ASL_2011_07_19_Brady-scene-104-742-756-camera1.mov,summon
2944,Brady,Lexical Signs,SUN,29,Brady-session-ASL_2011_07_19_Brady-scene-104-1195-1223-camera1.mov,sun
2945,Liz,Lexical Signs,SUN,71,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-9-1436-1506-camera1.mov,sun
2946,Brady,Lexical Signs,SUNDAY,31,Brady-session-ASL_2011_07_19_Brady-scene-104-1714-1744-camera1.mov,sunday
2947,Liz,Lexical Signs,SUNRISE,46,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-9-1630-1675-camera1.mov,sunrise
2948,Brady,Lexical Signs,SUNRISE,35,Brady-session-ASL_2011_07_19_Brady-scene-104-2185-2219-camera1.mov,sunrise
2949,Liz,Lexical Signs,SUNSET,66,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-9-1825-1890-camera1.mov,sunset
2950,Brady,Lexical Signs,SUNSET,38,Brady-session-ASL_2011_07_19_Brady-scene-105-149-186-camera1.mov,sunset
2951,Brady,Lexical Signs,SUNSHINE,20,Brady-session-ASL_2011_07_19_Brady-scene-105-1378-1397-camera1.mov,sunshine
2952,Brady,Lexical Signs,SUPERIOR,29,Brady-session-ASL_2011_06_08_Brady-scene-22-20737-20765-camera1.mov,superior
2953,Brady,Lexical Signs,SUPERVISE,60,Brady-session-ASL_2011_07_19_Brady-scene-105-1720-1779-camera1.mov,supervise
2954,Brady,Lexical Signs,SUPERVISE,70,Brady-session-ASL_2011_07_22_Brady-scene-54-2603-2672-camera1.mov,supervise
2955,Brady,Compound Signs,SUPERVISE+AGENT,35,Brady-session-ASL_2011_07_19_Brady-scene-105-1980-2014-camera1.mov,supervise agent
2956,Brady,Lexical Signs,SUPPORT,22,Brady-session-ASL_2011_07_19_Brady-scene-54-1193-1214-camera1.mov,support
2957,Brady,Lexical Signs,SUPPORT,34,Brady-session-ASL_2011_07_19_Brady-scene-54-392-425-camera1.mov,support
2958,Brady,Lexical Signs,SUPPORT,24,Brady-session-ASL_2011_07_19_Brady-scene-105-2246-2269-camera1.mov,support
2959,Liz,Compound Signs,SUPPORT+AGENT,71,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-6-1137-1207-camera1.mov,support agent
2960,Brady,Lexical Signs,SURFACE,45,Brady-session-ASL_2011_07_19_Brady-scene-105-3009-3053-camera1.mov,surface
2961,Brady,Lexical Signs,SURGERY,26,Brady-session-ASL_2011_07_19_Brady-scene-21-1307-1332-camera1.mov,surgery
2962,Brady,Lexical Signs,SURGERY,24,Brady-session-ASL_2011_07_19_Brady-scene-21-1613-1636-camera1.mov,surgery
2963,Brady,Lexical Signs,SURGERY,18,Brady-session-ASL_2011_07_19_Brady-scene-105-3226-3243-camera1.mov,surgery
